order_id,order_date,customer_id,product_id,sales_rep,channel,quantity,unit_price,discount_pct,unit_cost,payment_days,returned_qty,order_status
O1576,2025-05-29,C080,P017,Nikos,Wholesale,9,17.04,0.0,8.17,45.0,0,Completed
O1047,2025-10-18,C080,P005,Nikos,Phone order,6,9.46,0.0,4.62,45.0,0,Completed
O1099,2025-06-21,C019,P030,Eleni,Wholesale,18,14.56,0.08,8.34,60.0,0,Completed
O1108,2025-11-25,C034,P013,Giorgos,Phone order,13,24.95,0.05,13.53,30.0,3,Completed
O1107,2025-03-10,C029,P008,Giorgos,Wholesale,9,9.08,0.04,4.59,30.0,0,Completed
O1525,2025-02-27,C061,P024,Eleni,Wholesale,10,16.87,0.07,10.57,30.0,1,Completed
O1348,2025-08-23,C052,P036,Eleni,Direct,13,19.47,0.09,11.63,45.0,0,Completed
O1286,2025-01-08,C090,P008,Eleni,Direct,12,9.08,0.1,4.68,30.0,0,Completed
O1336,2025-10-18,C003,P006,Maria,Wholesale,9,12.05,0.0,8.62,15.0,0,Completed
O1314,2025-11-24,C051,P004,Giorgos,Phone order,11,9.14,0.08,6.23,45.0,0,Completed
O1508,2025-09-21,C029,P022,Eleni,Wholesale,10,15.11,0.1,10.07,30.0,0,Completed
O1559,2025-12-09,C056,P002,Nikos,Wholesale,10,8.02,0.07,5.36,60.0,0,Pending
O1005,2025-03-13,C044,P028,Giorgos,Wholesale,14,20.02,0.04,10.3,60.0,0,Completed
O1280,2025-05-08,C018,P020,Nikos,Wholesale,12,11.89,0.08,7.67,30.0,0,Completed
O1376,2025-05-01,C026,P018,Giorgos,Direct,19,15.39,0.03,10.61,15.0,0,Completed
O1566,2025-06-18,C062,P034,Eleni,Wholesale,5,21.54,0.0,11.08,45.0,0,Completed
O1432,2025-10-21,C032,P008,Nikos,Wholesale,7,9.08,0.04,4.82,30.0,0,Completed
O1475,2025-07-04,C016,P019,Maria,Wholesale,6,14.76,0.0,7.91,30.0,0,Completed
O1063,2025-03-02,C025,P004,Giorgos,Wholesale,14,9.14,0.05,5.91,30.0,0,Completed
O1180,2025-07-27,C028,P028,Eleni,Direct,8,20.02,0.02,10.07,30.0,0,Completed
O1366,2025-11-24,C036,P021,Eleni,Wholesale,16,19.64,0.05,12.09,15.0,1,Partial return
O1429,2025-04-24,C090,P019,Maria,Phone order,11,14.76,0.12,8.08,15.0,0,Completed
O1045,2025-09-02,C043,P005,Maria,Wholesale,9,9.46,0.0,4.57,30.0,0,Completed
O1333,2025-11-07,C030,P033,Eleni,Wholesale,13,17.67,0.12,9.8,30.0,0,Completed
O1271,2025-10-09,C036,P009,Giorgos,Direct,13,9.54,0.05,6.28,30.0,0,Completed
O1553,2025-12-07,C042,P017,Maria,Direct,10,17.04,0.06,8.3,60.0,0,Completed
O1522,2025-12-15,C066,P019,Nikos,Wholesale,14,14.76,0.05,7.75,15.0,0,Completed
O1081,2025-09-28,C017,P001,Eleni,Wholesale,11,14.99,0.05,10.8,45.0,1,Partial return
O1526,2025-10-16,C074,P031,Nikos,Wholesale,7,15.37,0.0,8.13,30.0,0,Completed
O1162,2025-10-08,C065,P003,Maria,Wholesale,10,8.23,0.08,5.85,30.0,0,Completed
O1552,2025-03-18,C047,P036,Maria,Wholesale,8,19.47,0.0,11.42,15.0,1,Completed
O1198,2025-09-24,C080,P031,Giorgos,Wholesale,7,15.37,0.0,8.3,30.0,0,Completed
O1104,2025-04-16,C067,P008,Giorgos,Wholesale,9,9.08,0.0,4.82,60.0,0,Completed
O1046,2025-09-19,C087,P019,Giorgos,Phone order,7,14.76,0.02,7.55,30.0,0,Completed
O1318,2025-08-21,C023,P001,Maria,Wholesale,12,14.99,0.07,10.79,,0,Completed
O1117,2025-08-22,C019,P015,Nikos,Wholesale,9,21.66,0.0,10.55,45.0,0,Completed
O1528,2025-12-11,C088,P021,Eleni,Direct,11,19.64,0.05,12.93,30.0,0,Completed
O1386,2025-07-22,C089,P025,Eleni,Phone order,10,15.87,0.09,10.81,,0,Completed
O1429,2025-04-22,C057,P030,Nikos,Wholesale,15,14.56,0.04,7.93,75.0,0,Completed
O1246,2025-06-26,C043,P019,Nikos,Wholesale,11,14.76,0.05,7.74,30.0,0,Completed
O1466,2025-01-31,C055,P020,Nikos,Phone order,9,11.89,0.02,7.77,30.0,0,Completed
O1468,2025-08-30,C033,P006,Nikos,Wholesale,9,12.05,,8.96,45.0,0,Completed
O1507,2025-04-03,C085,P007,Maria,Direct,14,13.28,0.08,7.02,45.0,0,Completed
O1470,2025-11-27,C035,P034,Giorgos,Wholesale,10,21.54,0.03,11.29,60.0,0,Completed
O1573,2025-07-15,C036,P024,Giorgos,Phone order,8,16.87,0.04,10.3,30.0,0,Completed
O1604,2025-07-13,C049,P019,Giorgos,Wholesale,8,14.76,0.0,8.0,45.0,0,Completed
O1512,2025-12-05,C036,P034,Maria,Direct,17,21.54,0.05,10.75,15.0,0,Completed
O1577,2025-06-28,C001,P015,Nikos,Wholesale,14,21.66,0.05,10.96,15.0,0,Completed
O1382,2025-10-03,C054,P034,Giorgos,Wholesale,9,21.54,0.0,10.91,45.0,0,Completed
O1218,2025-04-25,C040,P028,Nikos,Direct,5,20.02,0.0,10.24,45.0,0,Completed
O1531,2025-06-02,C041,P023,Giorgos,Direct,14,16.26,0.05,10.8,45.0,2,Completed
O1336,2025-10-06,C042,P031,Giorgos,Wholesale,14,15.37,0.08,8.59,75.0,0,Completed
O1006,2025-04-28,C051,P005,Maria,Wholesale,12,9.46,0.08,4.69,30.0,0,Completed
O1207,2025-03-21,C016,P026,Eleni,Wholesale,7,16.04,0.02,9.71,30.0,0,Completed
O1344,2025-02-27,C019,P011,Nikos,Phone order,9,16.3,0.03,11.74,60.0,0,Completed
O1086,2025-08-03,C061,P026,Nikos,Wholesale,10,16.04,0.05,10.04,30.0,0,Completed
O1412,2025-02-04,C034,P004,Nikos,Wholesale,8,9.14,0.0,6.27,30.0,0,Completed
O1442,2025-08-17,C063,P034,Nikos,Wholesale,9,21.54,0.0,10.87,45.0,0,Completed
O1211,2025-01-23,C060,P007,Giorgos,Wholesale,9,13.28,0.0,6.97,45.0,0,Completed
O1520,2025-10-04,C028,P022,Maria,Direct,12,15.11,0.03,10.0,30.0,0,Completed
O1302,2025-01-29,C088,P001,Maria,Wholesale,11,14.99,0.03,10.37,30.0,0,Completed
O1498,2025-05-29,C057,P009,Maria,Phone order,12,9.54,0.02,5.94,60.0,1,Completed
O1243,2025-10-22,C040,P003,Eleni,Wholesale,8,8.23,0.0,6.07,30.0,0,Completed
O1332,2025-12-11,C034,P031,Eleni,Wholesale,19,15.37,0.03,8.25,45.0,0,Completed
O1444,2025-03-15,C012,P027,Maria,Wholesale,5,19.42,0.0,13.13,45.0,0,Completed
O1241,2025-05-21,C084,P034,Nikos,Wholesale,13,21.54,0.02,11.54,75.0,0,Completed
O1458,2025-10-30,C058,P022,Maria,Direct,12,15.11,0.05,9.98,60.0,0,Completed
O1193,2025-08-07,C037,P009,Giorgos,Wholesale,12,9.54,0.03,6.3,30.0,0,Completed
O1246,2025-06-26,C081,P015,Giorgos,Direct,9,21.66,0.0,11.21,45.0,0,Completed
O1393,2025-06-13,C036,P036,Giorgos,Wholesale,7,19.47,0.02,11.11,15.0,0,Completed
O1203,2025-06-03,C006,P007,Giorgos,Wholesale,15,13.28,0.05,6.9,30.0,0,Completed
O1138,2025-10-03,C031,P035,Giorgos,Wholesale,11,21.37,0.03,12.59,45.0,0,Completed
O1110,2025-04-26,C056,P013,Eleni,Phone order,7,24.95,0.02,14.12,30.0,0,Completed
O1582,2025-03-15,C082,P004,Giorgos,Phone order,16,9.14,0.08,6.23,75.0,0,Completed
O1178,2025-10-15,C030,P018,Giorgos,Phone order,8,15.39,0.0,10.8,45.0,0,Completed
O1248,2025-10-13,C033,P001,Maria,Wholesale,10,14.99,0.07,10.85,45.0,0,Completed
O1365,2025-05-11,C029,P018,Maria,Wholesale,12,15.39,0.05,10.49,30.0,0,Completed
O1217,2025-02-10,C033,P007,Giorgos,Phone order,9,13.28,0.0,6.71,45.0,1,Partial return
O1464,2025-02-17,C064,P032,Maria,Wholesale,11,13.3,0.03,7.92,30.0,0,Completed
O1079,2025-07-13,C087,P027,Nikos,Phone order,10,19.42,0.08,14.06,15.0,0,Completed
O1205,2025-04-07,C014,P007,Maria,Wholesale,8,13.28,0.0,7.04,45.0,0,Completed
O1025,2025-06-20,C009,P016,Eleni,Phone order,10,19.23,0.07,9.79,45.0,0,Completed
O1508,2025-01-08,C053,P002,Maria,Phone order,6,8.02,0.01,5.31,60.0,0,Completed
O1506,2025-03-02,C079,P018,Giorgos,Phone order,8,15.39,0.02,10.84,45.0,0,Completed
O1537,2025-12-23,C064,P009,Maria,Wholesale,10,9.54,0.03,5.83,45.0,3,Completed
O1196,2025-05-03,C004,P015,Eleni,Direct,15,21.66,0.09,11.33,45.0,0,Completed
O1239,2025-07-14,C028,P004,Giorgos,Wholesale,16,9.14,0.05,5.96,45.0,0,Completed
O1350,2025-07-03,C025,P024,Eleni,Wholesale,13,16.87,0.03,10.45,30.0,0,Completed
O1183,2025-09-20,C074,P009,Giorgos,Wholesale,10,9.54,0.1,6.13,30.0,0,Completed
O1633,2025-08-29,C089,P002,Eleni,Phone order,14,8.02,0.1,5.54,30.0,0,Completed
O1542,2025-07-09,C064,P016,Eleni,Wholesale,5,19.23,0.0,9.45,45.0,0,Completed
O1647,2025-10-16,C011,P030,Maria,Direct,10,14.56,0.05,8.33,30.0,0,Completed
O1637,2025-01-09,C038,P025,Eleni,Wholesale,8,15.87,0.0,10.84,45.0,3,Completed
O1254,2025-10-27,C075,P007,Giorgos,Wholesale,5,13.28,0.0,6.9,45.0,0,Completed
O1519,2025-04-11,C040,P013,Eleni,Wholesale,13,24.95,0.05,13.13,60.0,0,Completed
O1068,2025-10-19,C030,P003,Maria,Wholesale,5,8.23,0.0,5.77,45.0,0,Completed
O1626,2025-12-02,C029,P013,Eleni,Wholesale,16,24.95,0.05,13.24,30.0,0,Completed
O1246,2025-09-08,C035,P021,Giorgos,Wholesale,9,19.64,0.0,12.62,60.0,0,Completed
O1399,2025-06-30,C008,P003,Maria,Wholesale,10,8.23,0.03,5.88,15.0,0,Completed
O1349,2025-10-07,C027,P019,Giorgos,Wholesale,7,14.76,0.0,7.65,45.0,0,Completed
O1215,2025-10-05,C019,P022,Nikos,Wholesale,11,15.11,0.08,9.68,60.0,0,Completed
O1538,2025-02-08,C019,P006,Nikos,Direct,5,12.05,0.01,8.65,45.0,0,Completed
O1435,2025-07-31,C043,P033,Maria,Phone order,9,17.67,0.0,9.92,30.0,0,Completed
O1234,2025-04-29,C077,P022,Nikos,Direct,13,15.11,0.08,9.92,45.0,0,Completed
O1330,2025-01-05,C042,P028,Maria,Wholesale,16,20.02,0.02,9.7,45.0,0,Completed
O1645,2025-07-11,C053,P016,Nikos,Direct,12,19.23,0.04,9.48,60.0,0,Completed
O1131,2025-12-08,C022,P028,Giorgos,Direct,14,20.02,0.06,9.7,75.0,0,Completed
O1589,2025-01-09,C038,P014,Nikos,Wholesale,12,17.99,0.05,8.81,60.0,0,Completed
O1640,2025-07-30,C084,P035,Nikos,Wholesale,16,21.37,0.02,12.17,45.0,0,Completed
O1184,2025-05-21,C071,P018,Eleni,Wholesale,8,15.39,0.0,10.92,60.0,0,Pending
O1074,2025-12-24,C085,P003,Giorgos,Phone order,14,8.23,0.02,6.04,75.0,0,Completed
O1224,2025-04-02,C062,P010,Nikos,Phone order,11,25.35,0.05,17.71,45.0,0,Completed
O1390,2025-09-26,C035,P026,Maria,Wholesale,12,16.04,0.08,9.49,45.0,0,Completed
O1219,2025-11-14,C054,P003,Eleni,Phone order,15,8.23,0.05,6.18,30.0,0,Completed
O1136,2025-05-17,C074,P031,Giorgos,Wholesale,13,15.37,0.05,8.2,30.0,0,Pending
O1338,2025-07-27,C009,P005,Giorgos,Wholesale,15,9.46,0.03,4.75,60.0,0,Completed
O1002,2025-12-23,C074,P027,Maria,Wholesale,9,19.42,0.02,13.57,45.0,0,Completed
O1493,2025-02-11,C069,P035,Nikos,Wholesale,10,21.37,0.05,12.45,30.0,1,Completed
O1432,2025-07-14,C024,P024,Giorgos,Wholesale,12,16.87,0.03,10.27,45.0,0,Pending
O1012,2025-01-29,C051,P008,Nikos,Direct,4,9.08,0.0,4.72,45.0,1,Partial return
O1024,2025-02-12,C042,P024,Giorgos,Phone order,11,16.87,0.04,10.31,45.0,0,Completed
O1209,2025-11-27,C055,P005,Eleni,Wholesale,13,9.46,0.07,4.85,45.0,0,Completed
O1609,2025-02-18,C042,P015,Nikos,Wholesale,10,21.66,0.04,11.24,45.0,0,Completed
O1297,2025-12-21,C039,P002,Giorgos,Wholesale,13,8.02,0.07,5.45,45.0,0,Completed
O1197,2025-02-08,C029,P019,Eleni,Phone order,13,14.76,0.05,8.06,30.0,0,Completed
O1280,2025-10-16,C033,P008,Nikos,Wholesale,12,9.08,0.05,4.59,45.0,0,Completed
O1208,2025-06-11,C036,P014,Nikos,Phone order,10,17.99,0.05,8.94,30.0,0,Completed
O1026,2025-10-28,C048,P024,Maria,Direct,14,16.87,0.12,10.37,15.0,3,Completed
O1565,2025-12-31,C015,P003,Giorgos,Phone order,12,8.23,0.05,5.83,45.0,0,Completed
O1447,2025-06-03,C038,P002,Maria,Wholesale,9,8.02,0.0,5.54,45.0,0,Completed
O1027,2025-10-18,C025,P001,Giorgos,Direct,7,14.99,0.0,10.99,30.0,0,Completed
O1246,2025-10-04,C004,P017,Eleni,Wholesale,8,17.04,0.0,8.38,30.0,0,Completed
O1608,2025-03-13,C090,P011,Nikos,Wholesale,8,16.3,0.04,11.31,30.0,0,Completed
O1451,2025-06-27,C054,P024,Nikos,Wholesale,11,16.87,0.05,10.72,45.0,0,Completed
O1163,2025-04-29,C068,P014,Nikos,Wholesale,14,17.99,0.08,8.78,45.0,0,Completed
O1018,2025-11-11,C072,P026,Giorgos,Phone order,11,16.04,0.05,9.67,45.0,0,Completed
O1563,2025-06-17,C006,P019,Nikos,Direct,5,14.76,0.02,7.82,45.0,0,Completed
O1355,2025-08-19,C050,P024,Giorgos,Wholesale,7,16.87,0.0,10.39,45.0,0,Completed
O1335,2025-10-11,C003,P004,Giorgos,Wholesale,8,9.14,0.0,6.2,15.0,0,Completed
O1524,2025-12-15,C023,P009,Giorgos,Wholesale,8,9.54,,6.03,45.0,1,Partial return
O1376,2025-11-13,C061,P032,Eleni,Direct,7,13.3,0.02,7.84,30.0,0,Pending
O1518,2025-02-07,C072,P035,Nikos,Wholesale,9,21.37,0.0,12.23,60.0,0,Completed
O1614,2025-07-14,C068,P022,Maria,Direct,8,15.11,0.0,9.6,30.0,0,Pending
O1306,2025-06-12,C072,P022,Eleni,Wholesale,7,15.11,0.0,9.77,60.0,0,Completed
O1179,2025-01-03,C041,P008,Eleni,Wholesale,11,9.08,0.05,4.87,45.0,0,Completed
O1475,2025-05-19,C047,P027,Nikos,Wholesale,12,19.42,0.05,13.63,15.0,0,Completed
O1127,2025-04-06,C031,P009,Giorgos,Wholesale,12,9.54,0.03,5.97,30.0,0,Completed
O1602,2025-10-12,C071,P032,Giorgos,Wholesale,10,13.3,0.08,7.68,45.0,0,Completed
O1047,2025-02-15,C056,P028,Eleni,Wholesale,9,20.02,,10.21,45.0,0,Completed
O1051,2025-11-02,C047,P007,Eleni,Phone order,16,13.28,0.05,6.75,30.0,0,Pending
O1298,2025-01-07,C051,P020,Eleni,Wholesale,6,11.89,0.0,7.82,45.0,0,Completed
O1477,2025-02-13,C074,P010,Maria,Wholesale,6,25.35,0.04,17.73,30.0,0,Completed
O1194,2025-03-28,C001,P017,Giorgos,Wholesale,6,17.04,0.0,8.66,45.0,0,Completed
O1579,2025-05-18,C086,P012,Eleni,Wholesale,9,19.45,0.0,14.17,30.0,0,Completed
O1404,2025-03-16,C089,P021,Nikos,Wholesale,9,19.64,0.04,12.55,15.0,0,Completed
O1455,2025-05-22,C060,P020,Giorgos,Wholesale,18,11.89,0.05,7.45,15.0,0,Completed
O1233,2025-02-09,C033,P022,Eleni,Wholesale,17,15.11,0.12,9.45,60.0,0,Completed
O1407,2025-05-07,C018,P012,Giorgos,Wholesale,9,19.45,0.02,13.74,60.0,0,Completed
O1614,2025-04-11,C083,P035,Giorgos,Wholesale,11,21.37,0.07,12.9,30.0,0,Completed
O1308,2025-06-05,C016,P021,Nikos,Phone order,13,19.64,0.05,12.77,30.0,0,Completed
O1250,2025-06-20,C054,P025,Giorgos,Phone order,7,15.87,0.0,11.55,30.0,0,Completed
O1007,2025-06-18,C019,P020,Giorgos,Wholesale,14,11.89,0.04,7.35,45.0,0,Completed
O1221,2025-11-30,C006,P015,Maria,Wholesale,12,21.66,0.05,10.94,30.0,0,Completed
O1381,2025-11-05,C046,P020,Maria,Wholesale,17,11.89,0.05,7.41,30.0,0,Completed
O1138,2025-04-01,C003,P017,Giorgos,Phone order,13,17.04,0.03,8.02,15.0,1,Partial return
O1497,2025-05-30,C025,P013,Giorgos,Phone order,8,24.95,0.0,13.62,30.0,0,Pending
O1367,2025-05-05,C079,P032,Eleni,Wholesale,8,13.3,0.02,7.43,45.0,1,Partial return
O1350,2025-07-21,C016,P010,Eleni,Wholesale,11,25.35,,17.34,30.0,0,Completed
O1051,2025-10-16,C011,P020,Maria,Wholesale,3,11.89,0.0,7.34,45.0,0,Completed
O1598,2025-10-07,C081,P007,Maria,Direct,5,13.28,0.0,6.59,45.0,0,Completed
O1243,2025-10-09,C018,P018,Nikos,Phone order,11,15.39,0.1,10.32,45.0,1,Partial return
O1112,2025-08-25,C028,P014,Maria,Wholesale,13,17.99,0.09,8.61,15.0,0,Completed
O1647,2025-05-30,C072,P021,Nikos,Phone order,9,19.64,0.0,12.86,45.0,0,Completed
O1186,2025-07-29,C051,P032,Giorgos,Wholesale,9,13.3,0.0,7.53,30.0,0,Completed
O1161,2025-06-05,C085,P025,Maria,Wholesale,17,15.87,0.02,11.14,75.0,1,Partial return
O1501,2025-03-20,C085,P007,Giorgos,Direct,11,13.28,0.04,6.94,45.0,0,Completed
O1645,2025-02-07,C083,P026,Giorgos,Phone order,12,16.04,0.05,9.79,45.0,2,Completed
O1334,2025-09-03,C029,P011,Giorgos,Wholesale,9,16.3,0.02,11.24,15.0,0,Completed
O1326,2025-12-21,C009,P027,Giorgos,Wholesale,16,19.42,0.08,13.44,45.0,0,Completed
O1533,2025-07-04,C084,P025,Nikos,Wholesale,9,15.87,0.0,10.88,45.0,0,Completed
O1098,2025-05-08,C085,P035,Eleni,Wholesale,12,21.37,0.09,12.25,60.0,0,Completed
O1214,2025-11-10,C024,P002,Nikos,Wholesale,9,8.02,0.0,5.59,45.0,1,Partial return
O1046,2025-11-27,C010,P011,Giorgos,Phone order,12,16.3,0.03,11.53,45.0,0,Completed
O1468,2025-06-19,C052,P026,Giorgos,Wholesale,14,16.04,0.07,9.85,45.0,0,Completed
O1482,2025-02-20,C070,P035,Eleni,Wholesale,6,21.37,0.0,12.45,75.0,0,Completed
O1132,2025-09-23,C032,P002,Maria,Wholesale,12,8.02,0.09,5.6,30.0,0,Completed
O1316,2025-07-20,C023,P003,Giorgos,Direct,12,8.23,0.05,5.94,60.0,0,Completed
O1493,2025-10-29,C043,P023,Maria,Wholesale,10,16.26,0.05,10.6,60.0,0,Completed
O1519,2025-01-13,C023,P022,Giorgos,Wholesale,11,15.11,0.1,9.41,30.0,0,Completed
O1081,2025-08-01,C077,P030,Nikos,Wholesale,10,14.56,0.08,8.4,45.0,0,Completed
O1476,2025-03-14,C067,P018,Eleni,Wholesale,9,15.39,0.0,10.63,45.0,0,Completed
O1352,2025-08-22,C042,P026,Maria,Wholesale,12,16.04,0.02,9.65,45.0,0,Completed
O1317,2025-06-28,C049,P024,Giorgos,Wholesale,12,16.87,0.08,10.77,15.0,1,Partial return
O1226,2025-12-23,C089,P028,Giorgos,Wholesale,15,20.02,0.05,9.88,30.0,0,Completed
O1017,2025-06-03,C010,P024,Nikos,Phone order,12,16.87,0.08,10.6,60.0,0,Completed
O1374,2025-02-28,C083,P028,Nikos,Phone order,7,20.02,0.02,10.4,45.0,0,Completed
O1617,2025-11-28,C053,P008,Nikos,Direct,9,9.08,0.03,4.87,60.0,0,Completed
O1450,2025-03-26,C044,P002,Maria,Wholesale,8,8.02,0.0,5.29,45.0,0,Pending
O1544,2025-10-10,C003,P025,Maria,Wholesale,10,15.87,0.03,11.46,15.0,0,Completed
O1010,2025-08-07,C081,P025,Giorgos,Wholesale,11,15.87,0.05,11.17,45.0,0,Completed
O1008,2025-07-27,C023,P033,Maria,Wholesale,10,17.67,0.1,9.88,45.0,0,Completed
O1562,2025-12-03,C055,P030,Giorgos,Wholesale,13,14.56,0.07,8.25,60.0,0,Completed
O1581,2025-11-11,C069,P011,Maria,Wholesale,11,16.3,0.03,11.41,45.0,1,Partial return
O1543,2025-08-08,C004,P029,Giorgos,Wholesale,11,17.56,0.03,12.89,30.0,0,Completed
O1372,2025-04-20,C082,P036,Maria,Wholesale,17,19.47,0.08,11.06,60.0,0,Completed
O1146,2025-12-27,C072,P006,Nikos,Wholesale,13,12.05,0.03,8.51,30.0,1,Partial return
O1135,2025-10-02,C002,P009,Maria,Wholesale,8,9.54,0.0,5.93,30.0,0,Completed
O1571,2025-04-11,C024,P022,Giorgos,Wholesale,10,15.11,0.03,10.11,15.0,0,Completed
O1614,2025-12-10,C025,P012,Giorgos,Wholesale,9,19.45,0.0,13.4,30.0,0,Completed
O1170,2025-11-24,C018,P010,Eleni,Wholesale,11,25.35,0.07,17.42,30.0,0,Completed
O1516,2025-11-09,C007,P006,Giorgos,Wholesale,18,12.05,0.03,8.35,30.0,0,Completed
O1345,2025-06-28,C036,P036,Eleni,Phone order,13,19.47,0.07,11.44,30.0,0,Completed
O1222,2025-11-13,C066,P008,Maria,Phone order,14,9.08,0.03,4.73,15.0,0,Completed
O1558,2025-12-28,C065,P021,Eleni,Phone order,14,19.64,0.03,12.32,30.0,0,Completed
O1380,2025-10-30,C044,P015,Nikos,Direct,7,21.66,0.03,11.05,60.0,0,Completed
O1424,2025-06-10,C023,P017,Nikos,Wholesale,9,17.04,0.02,8.23,45.0,0,Completed
O1425,2025-03-01,C046,P023,Maria,Wholesale,11,16.26,0.07,10.86,30.0,0,Completed
O1145,2025-03-14,C082,P011,Giorgos,Wholesale,9,16.3,0.03,10.98,45.0,0,Completed
O1263,2025-03-12,C023,P003,Giorgos,Wholesale,12,8.23,0.07,5.83,45.0,0,Completed
O1529,2025-09-07,C052,P036,Maria,Wholesale,8,19.47,0.04,10.98,60.0,0,Completed
O1025,2025-09-08,C078,P020,Eleni,Wholesale,16,11.89,0.02,7.41,60.0,0,Completed
O1329,2025-06-11,C069,P003,Giorgos,Direct,10,8.23,0.03,5.93,30.0,0,Completed
O1420,2025-07-03,C065,P007,Nikos,Wholesale,6,13.28,0.0,6.9,60.0,0,Completed
O1299,2025-04-10,C072,P021,Giorgos,Phone order,12,19.64,0.03,12.89,45.0,1,Completed
O1309,2025-09-16,C015,P023,Giorgos,Wholesale,7,16.26,0.0,10.63,45.0,0,Completed
O1340,2025-09-09,C085,P025,Giorgos,Direct,12,15.87,0.02,10.95,45.0,1,Partial return
O1550,2025-08-16,C090,P013,Giorgos,Wholesale,10,24.95,0.07,13.93,30.0,0,Completed
O1248,2025-10-17,C039,P036,Nikos,Direct,22,19.47,0.06,11.06,60.0,0,Completed
O1391,2025-04-23,C074,P023,Eleni,Wholesale,7,16.26,0.02,11.1,30.0,0,Completed
O1065,2025-04-26,C082,P022,Eleni,Wholesale,10,15.11,0.04,9.43,60.0,0,Completed
O1135,2025-08-23,C087,P020,Giorgos,Wholesale,8,11.89,0.04,7.84,45.0,0,Completed
O1543,2025-02-27,C032,P014,Nikos,Wholesale,11,17.99,0.05,8.73,45.0,0,Completed
O1328,2025-10-06,C070,P007,Eleni,Wholesale,11,13.28,0.06,6.75,45.0,0,Completed
O1535,2025-01-22,C007,P014,Giorgos,Wholesale,7,17.99,0.0,9.27,30.0,0,Completed
O1018,2025-08-06,C082,P002,Nikos,Direct,12,8.02,0.02,5.47,75.0,1,Partial return
O1044,2025-12-01,C019,P018,Maria,Wholesale,10,15.39,0.06,10.7,45.0,0,Completed
O1449,2025-01-17,C054,P007,Giorgos,Wholesale,9,13.28,0.02,6.6,45.0,0,Completed
O1266,2025-02-14,C051,P016,Giorgos,Phone order,9,19.23,0.0,9.69,45.0,0,Completed
O1624,2025-03-02,C048,P030,Maria,Wholesale,10,14.56,0.07,8.26,30.0,0,Completed
O1365,2025-10-29,C085,P031,Eleni,Phone order,7,15.37,0.0,8.64,60.0,0,Completed
O1519,2025-11-09,C063,P013,Giorgos,Wholesale,14,24.95,0.08,13.61,45.0,0,Completed
O1031,2025-03-13,C013,P016,Maria,Phone order,7,19.23,0.02,9.5,15.0,0,Completed
O1619,2025-01-31,C022,P026,Eleni,Wholesale,8,16.04,0.01,9.75,45.0,0,Completed
O1293,2025-11-02,C003,P001,Maria,Wholesale,12,14.99,0.05,10.61,30.0,0,Completed
O1083,2025-12-27,C035,P018,Eleni,Wholesale,16,15.39,0.03,10.82,30.0,0,Completed
O1075,2025-05-17,C010,P028,Nikos,Wholesale,11,20.02,0.03,10.46,30.0,2,Completed
O1606,2025-07-30,C083,P019,Nikos,Phone order,8,14.76,0.02,7.51,60.0,0,Completed
O1191,2025-12-02,C089,P011,Maria,Direct,13,16.3,0.1,11.72,30.0,0,Completed
O1450,2025-03-09,C014,P009,Maria,Wholesale,9,9.54,0.0,6.29,75.0,0,Completed
O1137,2025-06-14,C018,P019,Maria,Direct,13,14.76,0.07,7.77,45.0,0,Completed
O1319,2025-12-13,C046,P029,Giorgos,Wholesale,16,17.56,0.09,12.36,45.0,0,Completed
O1461,2025-10-23,C048,P003,Eleni,Direct,12,8.23,0.12,5.99,45.0,0,Completed
O1429,2025-07-12,C031,P024,Giorgos,Wholesale,6,16.87,0.0,10.52,45.0,0,Completed
O1528,2025-02-17,C072,P029,Giorgos,Wholesale,9,17.56,0.0,12.9,45.0,0,Completed
O1515,2025-05-23,C020,P012,Eleni,Wholesale,16,19.45,0.05,13.46,30.0,0,Completed
O1464,2025-09-07,C060,P015,Eleni,Wholesale,9,21.66,0.0,11.2,45.0,0,Completed
O1393,2025-02-17,C086,P018,Giorgos,Direct,7,15.39,0.0,10.22,45.0,0,Completed
O1093,2025-12-24,C084,P014,Eleni,Phone order,6,17.99,0.0,8.8,45.0,0,Completed
O1500,2025-10-01,C011,P034,Giorgos,Wholesale,12,21.54,0.03,10.87,30.0,0,Completed
O1142,2025-08-08,C035,P033,Maria,Wholesale,17,17.67,0.03,10.14,45.0,0,Completed
O1460,2025-06-15,C035,P019,Eleni,Wholesale,13,14.76,0.03,7.69,45.0,0,Completed
O1086,2025-10-23,C031,P036,Maria,Wholesale,15,19.47,0.05,11.05,30.0,0,Completed
O1599,2025-09-06,C020,P008,Eleni,Phone order,7,9.08,0.0,4.78,60.0,0,Completed
O1568,2025-01-25,C076,P003,Nikos,Wholesale,11,8.23,0.05,5.75,30.0,0,Pending
O1311,2025-08-24,C002,P005,Nikos,Wholesale,11,9.46,0.05,4.61,45.0,2,Completed
O1600,2025-03-22,C052,P006,Giorgos,Wholesale,11,12.05,0.05,8.79,,0,Completed
O1510,2025-08-08,C009,P028,Maria,Phone order,13,20.02,0.07,9.82,45.0,0,Completed
O1387,2025-03-09,C047,P004,Eleni,Wholesale,9,9.14,0.0,5.98,45.0,0,Completed
O1058,2025-05-21,C054,P006,Nikos,Direct,11,12.05,0.03,8.82,45.0,0,Completed
O1184,2025-05-09,C021,P001,Nikos,Wholesale,9,14.99,0.0,10.48,45.0,0,Completed
